,Rank,Name,Platform,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
512,12602,Splat Renegade Paintball,XB,Sports,Take-Two Interactive,0.04,0.01,0.0,0.0,0.06
513,3481,Contra: Shattered Soldier,PS2,Shooter,Konami Digital Entertainment,0.28,0.22,0.0,0.07,0.58
514,12153,Imagine: Gymnast,DS,Simulation,Ubisoft,0.05,0.01,0.0,0.0,0.07
515,13787,Patrician IV,PC,Strategy,Kalypso Media,0.03,0.0,0.0,0.0,0.04
516,12781,Choro Q Marine: Q Boat,PS,Racing,Takara,0.0,0.0,0.05,0.0,0.06
517,452,Madden NFL 2002,PS2,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08
518,6568,Marvel Super Heroes vs. Street Fighter,PS,Fighting,Virgin Interactive,0.14,0.1,0.0,0.02,0.26
519,14951,Juusanshi Engi Engetsu Sangokuden 2,PSP,Action,Idea Factory,0.0,0.0,0.02,0.0,0.02
520,16084,Pro Angler Moves,PS3,Sports,"Interworks Unlimited, Inc.",0.01,0.0,0.0,0.0,0.01
521,4501,007: Quantum of Solace,PS2,Action,Activision,0.17,0.0,0.0,0.26,0.43
522,2689,Formula 1,PS,Racing,Psygnosis,0.18,0.12,0.42,0.05,0.76
523,7477,The Amazing Spider-Man (Console Version),DS,Action,Activision,0.15,0.04,0.0,0.01,0.21
524,1610,Tetris 2 (All region sales),GB,Puzzle,Nintendo,0.56,0.22,0.43,0.03,1.24
525,11252,Shadow of Destiny,PSP,Adventure,Konami Digital Entertainment,0.07,0.0,0.0,0.01,0.09
526,9637,Freedom Fighters,GC,Shooter,Electronic Arts,0.1,0.03,0.0,0.0,0.13
527,10804,Bladestorm: The Hundred Years' War,X360,Action,Tecmo Koei,0.08,0.01,0.0,0.01,0.1
528,10071,Stubbs the Zombie in Rebel Without a Pulse,XB,Action,THQ,0.08,0.02,0.0,0.0,0.11
529,16573,Farming 2017 - The Simulation,PS4,Simulation,UIG Entertainment,0.0,0.01,0.0,0.0,0.01
530,5787,Math Play,DS,Puzzle,Ubisoft,0.28,0.0,0.0,0.02,0.31
531,13200,Pinball Tycoon,GBA,Misc,Ignition Entertainment,0.03,0.01,0.0,0.0,0.05
532,6346,NBA Jam 99,N64,Sports,Acclaim Entertainment,0.25,0.02,0.0,0.0,0.27
533,16124,Turbo Trainz,Wii,Racing,Mastertronic,0.0,0.01,0.0,0.0,0.01
534,15753,Blazing Angels: Squadrons of WWII,PC,Simulation,Ubisoft,0.01,0.0,0.0,0.0,0.02
535,15747,Cross + Channel,PSP,Adventure,CyberFront,0.0,0.0,0.02,0.0,0.02
536,8370,Teenage Mutant Ninja Turtles: Game Boy Advance Video Volume 1,GBA,Misc,,0.12,0.04,0.0,0.0,0.17
537,9283,Gourmet Chef: Cook Your Way to Fame,DS,Misc,Ubisoft,0.13,0.0,0.0,0.01,0.14
538,8577,SimEarth: The Living Planet,SNES,Simulation,Imagineer,0.0,0.0,0.16,0.0,0.16
539,9304,Open Season,DS,Platform,Ubisoft,0.12,0.0,0.0,0.01,0.14
540,4717,Mass Effect Trilogy,PS3,Action,Electronic Arts,0.37,0.0,0.0,0.04,0.41
541,5390,The Urbz: Sims in the City,XB,Simulation,Electronic Arts,0.22,0.11,0.0,0.01,0.34
542,53,Gran Turismo,PS,Racing,Sony Computer Entertainment,4.02,3.87,2.54,0.52,10.95
543,5723,NBA Inside Drive 2003,XB,Sports,Microsoft Game Studios,0.23,0.07,0.0,0.01,0.31
544,3062,NCAA March Madness 2003,PS2,Sports,Electronic Arts,0.32,0.25,0.0,0.08,0.66
545,4816,Rocksmith 2014,XOne,Misc,Ubisoft,0.29,0.08,0.0,0.04,0.4
546,14358,DragonHeart: Fire & Steel,PS,Action,Acclaim Entertainment,0.02,0.01,0.0,0.0,0.03
547,4443,Ninja Gaiden 3,PS3,Action,Tecmo Koei,0.19,0.1,0.11,0.05,0.44
548,12799,Space Chimps,DS,Platform,Brash Entertainment,0.05,0.0,0.0,0.0,0.06
549,14424,Codename: Panzers Cold War,PC,Strategy,Atari,0.0,0.02,0.0,0.01,0.03
550,7549,MLB 10: The Show,PSP,Sports,Sony Computer Entertainment,0.19,0.0,0.0,0.02,0.2
551,2207,The Witcher 2: Assassins of Kings,X360,Action,Namco Bandai Games,0.48,0.36,0.02,0.08,0.94
552,15733,Super Speed Machines,DS,Racing,Midas Interactive Entertainment,0.02,0.0,0.0,0.0,0.02
